day_index,region_label,topic_hint,node_count,edge_count,triangle_count,E,E_oriented,r,orientation_score,triangle_homogeneity_pre,triangle_homogeneity_post,delta
18,US,"Treasury, Senate, and Federal Reserve deliberate; Supreme Court rules",17,69,127,40.670791763116966,34.71608873856579,2,0.2661115133960898,0.3422033767052365,0.34216211512884076,-4.126157639572359e-05
18,EU,Brussels and Germany pressure France; ECB and European Commission watch,16,66,125,29.20131371204792,25.649507742046566,2,0.48701298701298706,0.19426074075839114,0.19410226790389035,-0.0001584728545007963
18,MEA,"Saudi Arabia, Israel, Egypt cooperate; Iran and Gulf cautious",16,61,105,57.11089236003658,49.2004331319168,2,0.02968913726859937,0.24972669808381814,0.24975722972380884,3.053163999069963e-05
18,APAC,"Japan, Korea, ASEAN, Australia confer; China and Taiwan strain",16,66,127,43.67532150255566,39.17235301175279,2,0.2936596218020022,0.1778310279015119,0.17783308195885086,2.0540573389682404e-06
18,Markets,S&P 500 and Bond market diverge; Nasdaq and Treasury yields stable,15,60,110,34.985036746760706,30.539600108307116,2,0.27304499781564,0.09090909090909091,0.09090909090909091,0.0
18,Tech,Chip suppliers and Anthropic align; OpenAI and semiconductor diverge,13,33,31,26.05776258226325,23.61868790028125,2,0.3626373626373626,0.03225806451612903,0.03225806451612903,0.0
19,US,Federal Reserve and Treasury tighten; Senate and Congress respond,17,69,127,42.73912992570561,36.482589302827186,2,0.2655172413793103,0.33431053415748097,0.33430741679601905,-3.117361461912882e-06
19,EU,"European Union, ECB, Brussels, Germany, France converge",16,66,125,30.66599513510661,26.93881983280696,2,0.48913043478260876,0.1847918171032542,0.18458879285616683,-0.00020302424708737443
19,MEA,"Iran, Saudi Arabia, Israel, Egypt, OPEC, and Gulf converge",16,61,105,60.032328448342575,51.71856494729717,2,0.03311258278145695,0.249812172479889,0.24985675121213521,4.457873224622544e-05
19,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia coordinate",16,66,127,45.87095291883436,41.147523092033566,2,0.2932862190812721,0.17379856357569054,0.1737030829469206,-9.54806287699339e-05
19,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields converge",15,60,110,36.784399420102496,32.10735478363129,2,0.27685950413223137,0.09090909090909091,0.0909090909090909,-1.3877787807814457e-17
19,Tech,"OpenAI, Anthropic, chip, semiconductor sectors converge",13,33,31,27.42922377080342,24.861776737138158,2,0.366120218579235,0.03225806451612903,0.03225806451612903,0.0
20,US,Federal Reserve and Treasury respond; Senate and Congress debate,17,69,127,44.80746808829425,38.24908986708859,2,0.2649769585253456,0.329843523941468,0.3298460918497215,2.5679082535368103e-06
20,EU,ECB and Brussels tighten; Germany and France align,16,66,125,32.1306765581653,28.228131923567354,2,0.49191606467148263,0.18699466771929932,0.18682214285884616,-0.0001725248604531604
20,MEA,Iran and Saudi Arabia in tension; Israel and Egypt watch,16,61,105,63.354666207204254,54.5756789226,2,0.03142677561282212,0.2473745599949819,0.247437712247229,6.315225224709509e-05
20,APAC,"China and Taiwan strain; Japan, Korea, ASEAN watch",16,66,127,48.3557146481503,43.36423246395762,2,0.29147078576225655,0.17784014351353405,0.1776074534223564,-0.00023269009117765638
20,Markets,S&P 500 and Nasdaq diverge; Bond market and Treasury yields shift,15,60,110,38.98233507007762,34.05124009752939,2,0.2744021952175617,0.09999102046516946,0.10009805770020347,0.00010703723503401041
20,Tech,OpenAI and Anthropic compete; semiconductor and chip supply tight,13,33,31,28.80068495934359,26.104865573995067,2,0.36430062630480164,0.03779267339528417,0.03779267339528419,2.0816681711721685e-17
21,US,Supreme Court ruling pending; White House and Treasury respond,17,69,127,46.87580625088289,40.01559043135,2,0.26448362720403024,0.3305326997072761,0.33051986186422316,-1.283784305294855e-05
21,EU,European Commission and Brussels debate; Germany and France clash,16,66,125,33.89603423414076,29.771680634269593,2,0.48868481469334213,0.1898466653153633,0.18961156355183298,-0.00023510176353030987
21,MEA,OPEC and Iran posture; Saudi Arabia and Gulf respond,16,61,105,66.27610229551024,57.09381073798036,2,0.030084235860409144,0.24569843113087164,0.24575964676036674,6.121562949509829e-05
21,APAC,Japan and Korea align; China and Taiwan in tension,16,66,127,50.95224773498468,45.678384704160855,2,0.29387496033005395,0.1791903356951018,0.1789566169686336,-0.00023371872646818503
21,Markets,Nasdaq and Bond market react; S&P 500 and Treasury yields steady,15,60,110,40.78169774341941,35.618994772853554,2,0.27371578552680914,0.10144268360656898,0.10153041432486139,8.773071829240586e-05
21,Tech,Anthropic and OpenAI release; chip and semiconductor industries respond,13,33,31,30.172146147883765,27.347954410851976,2,0.3626373626373626,0.04006872567910966,0.040068725679109615,-4.163336342344337e-17
22,US,Senate and Congress in deadlock; Federal Reserve cautious,17,69,127,48.944144413471534,41.782090995611405,2,0.264031382015691,0.32760346332783036,0.3275865802240414,-1.6883103788944975e-05
22,EU,ECB and European Commission caution; Germany and France diverge,16,66,125,35.36071565719945,31.060992725029987,2,0.48803526448362716,0.19155973305741353,0.19134135714951675,-0.0002183759078967784
22,MEA,"Saudi Arabia, Iran, Israel, Egypt, and Gulf in flux",16,61,105,69.19753838381624,59.61194255336073,2,0.02885170225043277,0.24442447126499556,0.2444764733534213,5.2002088425734394e-05
22,APAC,"ASEAN and Australia brace; China, Japan, Korea respond",16,66,127,53.14787915126339,47.65355478444163,2,0.2935444579780755,0.18099884986742742,0.18084852221264505,-0.00015032765478237287
22,Markets,Treasury yields and Bond market tighten; S&P 500 and Nasdaq fall,15,60,110,42.581060416761204,37.18674944817773,2,0.27308659719726913,0.10023336269175061,0.10030412677662398,7.076408487337316e-05
22,Tech,"Semiconductor demand peaks; OpenAI, Anthropic, chip suppliers move",13,33,31,31.543607336423936,28.591043247708882,2,0.36111111111111105,0.03942331342919117,0.039423313429191205,3.469446951953614e-17
23,US,Treasury and White House align; Federal Reserve and Senate hesitate,17,69,127,51.01248257606017,43.54859155987281,2,0.26785714285714285,0.3277894069225413,0.32772744618753974,-6.196073500158716e-05
23,EU,Brussels and ECB align; European Commission and Germany respond,16,66,125,36.825397080258135,32.35030481579038,2,0.4905206139030996,0.19425021819455332,0.19417613785915278,-7.408033540054482e-05
23,MEA,OPEC and Saudi Arabia steady; Iran and Israel volatile,16,61,105,72.11897447212223,62.1300743687411,2,0.027716186252771613,0.2453225419651524,0.24534805742014715,2.551545499474006e-05
23,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia in flux",16,66,127,55.3435105675421,49.628724864722415,2,0.29323968393327476,0.1840053948456714,0.18387341215590625,-0.00013198268976516436
23,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields all diverge",15,60,110,44.380423090102994,38.7545041235019,2,0.27250776129699894,0.09662570514077083,0.0966815131226206,5.580798184977309e-05
23,Tech,Chip and semiconductor capacity tight; OpenAI and Anthropic invest,13,33,31,32.915068524964106,29.83413208456579,2,0.35970561177552896,0.0361485830989033,0.03614858309890326,-4.163336342344337e-17
24,US,Supreme Court and Senate clash; Congress and White House divided,17,69,127,53.38149699156558,45.56932874407606,2,0.26620689655172414,0.33384818246499864,0.33380444623002686,-4.3736234971780696e-05
24,EU,Germany and France resist; Brussels and European Commission press,16,66,125,38.29007850331683,33.63961690655078,2,0.4898550724637682,0.19481561286187554,0.19474324824382697,-7.236461804857597e-05
24,MEA,"Iran and Egypt diverge; Saudi Arabia, Israel, OPEC respond",16,61,105,75.04041056042821,64.64820618412146,2,0.02666666666666667,0.24817568063556616,0.2481925502185097,1.686958294352947e-05
24,APAC,"Taiwan and Japan caution; China, Korea, ASEAN cautious",16,66,127,57.5391419838208,51.60389494500319,2,0.29295774647887324,0.18224003867676336,0.18215039953615156,-8.963914061180245e-05
